MinifigNumber,MinifigName,CharacterName,MinifigCategory,AppearsIn,OwnedInSets,OwnedLoose,Notes,Value new (USD),Value used (USD)
"sw0666","First Order Flametrooper","First Order Flametrooper","Star Wars / Star Wars Episode 7","75103-1,75149-1,75166-1,75177-1",1,0,"",5.6200,3.9800
"sw0667","First Order Stormtrooper (Rounded Mouth Pattern)","First Order Stormtrooper","Star Wars / General","75103-1,75132-1,75139-1,75166-1,75179-1,75184-1,75189-1,75190-1",3,0,"",4.7900,3.0900
"sw0671","First Order Crew Member (Fleet Engineer / Gunner) - Light Nougat Head","First Order Crew Member","Star Wars / General","75101-1,75104-1,75132-1,75177-1,75197-1",1,0,"",3.3200,2.2400
"sw0673","Kanjiklub Gang Member (Crokind Shand)","Crokind Shand","Star Wars / Star Wars Episode 7","75105-1",1,0,"",5.9300,4.2100
"sw0674","Tasu Leech","Tasu Leech","Star Wars / Star Wars Episode 7","75105-1",1,0,"",7.2900,5.1900
"sw0675","Han Solo, Old (Lopsided Grin)","Han Solo","Star Wars / Star Wars Episode 7","75105-1",1,0,"",10.7500,6.7600
"sw0676","Finn - Medium Nougat Jacket, Black Legs","Finn","Star Wars / Star Wars Episode 7","75105-1,75139-1,75178-1,75192-1,911834-1",1,0,"",3.8500,2.4200
"sw0677","Rey - Dark Tan Tied Robe","Rey","Star Wars / Star Wars Episode 7","75099-1,75105-1,75148-1,75178-1,75192-1,75236-1",2,0,"",4.9100,2.9100
"sw0694","First Order Crew Member - Cap with Insignia","First Order Crew Member","Star Wars / Star Wars Episode 7","75132-1",1,0,"",3.3700,2.5200
"sw0695","First Order Heavy Assault Stormtrooper (Rounded Mouth Pattern)","First Order Stormtrooper","Star Wars / Star Wars Episode 7","75132-1",1,0,"",5.2200,3.5000
"sw0700","C-3PO - Colorful Wires, Printed Legs","C-3PO","Star Wars / Star Wars Episode 4/5/6","75136-1,75159-1,75173-1,75192-1,75222-1,75228-1,75244-1,75247-1,75257-1,75271-1,75290-1",2,0,"",5.1100,3.4400
"sw0704","Obi-Wan Kenobi (Headset)","Obi-Wan Kenobi","Star Wars / Star Wars Episode 3","75135-1",1,0,"",14.1400,6.0900
"sw0706","Astromech Droid, R4-P17 - Silver Band Around Dome, Black Outline Rectangles","R4-P17","Star Wars / General","75135-1,75191-1",1,0,"",9.1100,5.6600
"sw0711","Boba Fett - Pauldron Cloth with Dark Orange Stripe Pattern","Boba Fett","Star Wars / Star Wars Episode 4/5/6","75137-1,75243-1",1,0,"",19.6400,13.8900
"sw0778","Luke Skywalker (Tatooine, White Legs, Stern / Smile Face Print)","Luke Skywalker","Star Wars / Star Wars Episode 4/5/6","75159-1,75173-1,75220-1,75270-1,75279-1,75290-1,75341-1,911943-1",1,0,"",5.3100,3.2200
"sw0780","Bistan","Bistan","Star Wars / Star Wars Rogue One","75155-1",1,0,"",14.1500,9.2800
"sw0790","Cassian Andor (Dark Blue Coat)","Cassian Andor","Star Wars / Star Wars Rogue One","75155-1",1,0,"",22.4800,14.3000
"sw0791","Jyn Erso","Jyn Erso","Star Wars / Star Wars Rogue One","75155-1",1,0,"",44.9100,34.7200
"sw0792","Rebel Trooper (Corporal Eskro Casrich)","Rebel Trooper","Star Wars / Star Wars Rogue One","75155-1",1,0,"",12.4600,8.8700
"sw0793","Rebel Pilot U-wing / Y-wing","U-wing Pilot","Star Wars / Star Wars Rogue One","75155-1,75172-1",1,0,"",9.0000,6.1900
"sw0807","Imperial Death Trooper","Imperial Death Trooper","Star Wars / Star Wars Rogue One","75165-1,75213-1",2,0,"",14.0600,10.2000
"sw0808","Darth Maul - Horns, Printed Legs, Open Mouth","Darth Maul","Star Wars / Star Wars Episode 1","75169-1,75224-1",1,0,"",11.9300,7.5300
"sw0810","Qui-Gon Jinn, without Cape","Qui-Gon Jinn","Star Wars / Star Wars Episode 1","75169-1",1,0,"",19.1500,12.6300
"sw0812","Obi-Wan Kenobi (Young, Printed Legs, without Cape)","Obi-Wan Kenobi","Star Wars / Star Wars Episode 1","75169-1",1,0,"",8.5300,5.0900
"sw0819","Rebel Pilot A-wing (Jake Farrell)","A-wing Pilot","Star Wars / Star Wars Episode 4/5/6","75175-1,75247-1",1,0,"",10.8900,8.2400
"sw0830","4-LOM","4-LOM","Star Wars / Star Wars Episode 4/5/6","75167-1,75243-1",1,0,"",7.2000,5.4100
"sw0832","First Order Officer (Colonel Erich S. Datoo)","First Order Officer","Star Wars / Star Wars Episode 7","75166-1",1,0,"",4.4100,2.9100
"sw0884","Resistance Pilot A-wing (Tallissan 'Tallie' Lintra)","Tallissan Lintra","Star Wars / Star Wars Episode 8","75196-1",1,0,"",14.5900,10.7200
"sw0885","Kylo Ren without Cape","Kylo Ren","Star Wars / Star Wars Episode 8","75196-1,75216-1",1,0,"",9.2800,6.5600
"sw0887","Luke Skywalker, Old","Luke Skywalker","Star Wars / Star Wars Episode 8","75200-1",1,0,"",23.4400,17.3300
"sw0888","Rey - Dark Tan Jacket","Rey","Star Wars / Star Wars Episode 8","75200-1",1,0,"",5.7000,4.4000
"sw0890","Captain Poe Dameron (Headset)","Poe Dameron","Star Wars / Star Wars Episode 8","75202-1",1,0,"",10.2700,9.0800
"sw0891","Admiral Ematt","General Ematt","Star Wars / Star Wars Episode 8","75202-1",1,0,"",21.8700,18.2400
"sw0892","Resistance Trooper - Dark Tan Hoodie Jacket, Ammo Pouch, Stubble, Helmet with Chin Guard","Resistance Trooper","Star Wars / Star Wars Episode 8","75202-1",1,0,"",16.0100,13.7600
"sw0915","Han Solo, White Jacket, Black Legs with Dirt Stains","Han Solo","Star Wars / Star Wars Solo","75209-1",1,0,"",8.8900,7.5900
"sw0916","Qi'ra - Jacket with Collar","Qi'ra","Star Wars / Star Wars Solo","75209-1",1,0,"",6.6200,8.3500
"sw0943","Astromech Droid, R2-Q2 (Large Red Dots)","R2-Q2","Star Wars / Star Wars Episode 4/5/6","75218-1",1,0,"",12.0000,7.4600
"sw0944","Biggs Darklighter - Dual Molded Helmet","Biggs Darklighter","Star Wars / Star Wars Episode 4/5/6","75218-1",1,0,"",20.9500,15.8600
"sw0952","Luke Skywalker - Pilot, Dual Molded Helmet","Luke Skywalker","Star Wars / Star Wars Episode 4/5/6","75218-1",1,0,"",29.3800,19.6700
"sw0971","Luke Skywalker (Cloud City, Dark Tan Shirt)","Luke Skywalker","Star Wars / Star Wars Episode 4/5/6","75222-1,75294-1,912065-1",1,0,"",8.7900,7.4900
"sw1001","Anakin Skywalker - Short Legs, Reddish Brown Aviator Cap","Anakin Skywalker","Star Wars / Star Wars Episode 1","75223-1,75258-1",1,0,"",5.1600,3.8600
"sw1020","Zuckuss","Zuckuss","Star Wars / Star Wars Episode 4/5/6","75243-1",1,0,"",48.6100,44.3200
"sw1021","Han Solo, Dark Brown Legs with Holster Pattern, Dark Blue Jacket, Wavy Hair, Smile / Frown","Han Solo","Star Wars / Star Wars Episode 4/5/6","75243-1",1,0,"",6.7900,7.0500
"sw1022","Princess Leia (20th Anniversary Torso)","Princess Leia","Star Wars / Star Wars Episode 4/5/6","75243-1",1,0,"",22.9600,18.4400
"sw1023","Padme Naberrie (Amidala), Medium Legs","Padmé Amidala","Star Wars / Star Wars Episode 1","75258-1",1,0,"",11.6800,9.1100
"sw1024","Luke Skywalker (Pilot, 20th Anniversary Torso)","Luke Skywalker","Star Wars / Star Wars Episode 4/5/6","75258-1",1,0,"",9.5700,6.6700
"sw1034","BB-8 (Large Photoreceptor)","BB-8","Star Wars / General","40658-1,75242-1,75250-1,75297-1,912173-1",1,0,"",3.3600,2.9200
"sw1049","Poe Dameron (White Shirt)","Poe Dameron","Star Wars / Star Wars Episode 9","75249-1",1,0,"",8.8000,6.2700
"sw1050","Zorii Bliss","Zorii Bliss","Star Wars / Star Wars Episode 9","75249-1,75263-1",1,0,"",5.5400,4.3500
"sw1051","D-O","D-O","Star Wars / Star Wars Episode 9","75249-1,75257-1,75278-1",1,0,"",3.6000,2.7900
"sw1052","Astromech Droid, K3-R1","Astromech Droid","Star Wars / Star Wars Episode 9","75249-1",1,0,"",10.6800,9.5900
"sw1053","First Order Snowtrooper with Cape","First Order Snowtrooper","Star Wars / Star Wars Episode 9","75249-1",1,0,"",7.1000,5.5400
"sw1054","Rey - White Tied Robe","Rey","Star Wars / Star Wars Episode 9","75250-1,75279-1,75284-1,912173-1",1,0,"",4.8900,4.0200
"sw1055","First Order Jet Trooper","First Order Jet Trooper","Star Wars / Star Wars Episode 9","75250-1",1,0,"",10.0900,8.2800
"sw1056","First Order Treadspeeder Driver","First Order Treadspeeder Driver","Star Wars / Star Wars Episode 9","75250-1",1,0,"",6.4300,5.3800
"sw1057","The Mandalorian / Din Djarin / 'Mando' - Brown Durasteel Armor","Din Djarin","Star Wars / Star Wars The Mandalorian","75254-1,75292-1",1,0,"",9.5700,6.7600
"sw1074","Tusken Raider - Head Spikes, Diagonal Belt","Tusken Raider","Star Wars / Star Wars Episode 4/5/6","75265-1,75270-1,75299-1,75307-1,912283-1",1,0,"",4.0700,3.0700
"sw1077","Mandalorian Tribe Warrior - Female, Black Cape, Light Bluish Gray Helmet with Antenna / Rangefinder","Mandalorian Warrior","Star Wars / Star Wars The Mandalorian","75267-1",1,0,"",4.7500,3.6800
"sw1078","Mandalorian Tribe Warrior - Female, Dark Brown Cape, Green Helmet with Antenna / Rangefinder","Mandalorian Warrior","Star Wars / Star Wars The Mandalorian","75267-1,912168-1",1,0,"",4.6500,3.5900
"sw1079","Mandalorian Tribe Warrior - Male, Dark Brown Cape, Dark Orange Helmet","Mandalorian Warrior","Star Wars / Star Wars The Mandalorian","75267-1",1,0,"",4.7400,3.6500
"sw1080","Mandalorian Tribe Warrior - Male, Olive Green Cape, Dark Azure Helmet","Mandalorian Warrior","Star Wars / Star Wars The Mandalorian","75267-1",1,0,"",4.6500,3.6700
"sw1112","Darth Vader - Printed Arms, Traditional Starched Fabric Cape","Darth Vader","Star Wars / Star Wars Episode 4/5/6","75294-1,75296-1",1,0,"",17.1800,14.8500
"sw1113","Din Grogu / The Child / 'Baby Yoda'","Grogu","Star Wars / Star Wars The Mandalorian","75292-1,75299-1,75315-1,75318-1,75325-1,75331-1,75361-1,75363-1",3,0,"",4.6400,3.9000
"sw1114","Greef Karga","Greef Karga","Star Wars / Star Wars The Mandalorian","75292-1",1,0,"",7.0400,5.4400
"sw1115","IG-11","IG-11","Star Wars / Star Wars The Mandalorian","75292-1,75307-1",1,0,"",4.4100,3.8900
"sw1116","Imperial Scout Trooper - Male, Dual Molded Helmet, Light Nougat Head, Cheek Lines","Scout Trooper","Star Wars / Star Wars The Mandalorian","75292-1,75307-1,912307-1",1,0,"",7.4000,7.3900
"sw1135","The Mandalorian / Din Djarin / 'Mando' - Silver Beskar Armor, Cape","Din Djarin","Star Wars / Star Wars The Mandalorian","75299-1,75312-1,75315-1",1,0,"",6.4300,4.6800
"sw1136","NI-L8 Protocol Droid","NI-L8","Star Wars / Star Wars Episode 4/5/6","75300-1",1,0,"",5.3600,4.2800
"sw1137","Imperial Stormtrooper - Male, Dual Molded Helmet with Light Bluish Gray Panels on Back, Light Nougat Head, Frown","Stormtrooper","Star Wars / Star Wars Episode 4/5/6","75300-1,75307-1",1,0,"",6.5800,5.2400
"sw1138","Imperial TIE Fighter Pilot - Light Nougat Head, Frown","TIE Fighter Pilot","Star Wars / Star Wars Episode 4/5/6","75300-1",1,0,"",4.7700,3.4200
"sw1230","Luthen Rael","Luthen Rael","Star Wars / Star Wars Andor","75338-1",1,0,"",15.6400,15.6400
"sw1231","Cassian Andor (Medium Tan Head)","Cassian Andor","Star Wars / Star Wars Andor","75338-1",1,0,"",14.5500,14.8700
"sw1232","Pre-Mor Security Deputy Inspector Syril Karn","Syril Karn","Star Wars / Star Wars Andor","75338-1",1,0,"",13.6300,13.8800
"sw1246","Clone Trooper Officer, 501st Legion (Phase 2) - White Arms, Blue Rangefinder, Nougat Head, Helmet with Holes","Clone Trooper Officer","Star Wars / Star Wars The Clone Wars","75345-1",1,0,"",3.7300,3.3600
"sw1247","Clone Heavy Trooper, 501st Legion (Phase 2) - White Arms, Blue Visor, Backpack, Nougat Head, Helmet with Holes","Clone Heavy Trooper","Star Wars / Star Wars The Clone Wars","75345-1",2,0,"",3.6200,3.5400
"sw1248","Clone Trooper Specialist, 501st Legion (Phase 2) - Blue Arms, Macrobinoculars, Nougat Head, Helmet with Holes","Clone Trooper Specialist","Star Wars / Star Wars The Clone Wars","75345-1",1,0,"",3.8000,3.5600
"sw1258","The Mandalorian / Din Djarin / 'Mando' - Silver Beskar Armor, Jet Pack, Helmet with Top Lines","Din Djarin","Star Wars / Star Wars The Mandalorian","75348-1,75361-1,75363-1",1,0,"",7.3100,7.2400
"sw1264","Princess Leia - Olive Green Endor Outfit, Helmet","Princess Leia","Star Wars / Star Wars Episode 4/5/6","75353-1",1,0,"",10.3400,12.8100
"sw1265","Imperial Scout Trooper - Male, Dual Molded Helmet, Light Nougat Head, Dark Brown Eyebrows, Frown","Scout Trooper","Star Wars / Star Wars Episode 4/5/6","75353-1",1,0,"",5.2300,5.8900
"sw1266","Luke Skywalker - Dark Tan Endor Outfit, Helmet","Luke Skywalker","Star Wars / Star Wars Episode 4/5/6","75353-1",1,0,"",10.8100,10.8200
"sw1276","Clone Trooper, 501st Legion, 332nd Company (Phase 2) - Helmet with Holes and Togruta Markings, Blue Jet Pack","Clone Trooper","Star Wars / Star Wars The Clone Wars","75359-1",2,0,"",3.9500,3.7800
"sw1277","Clone Captain Vaughn, 501st Legion, 332nd Company (Phase 2) - Helmet with Holes and Togruta Markings, Orange Visor","Captain Vaughn","Star Wars / Star Wars The Clone Wars","75359-1",1,0,"",4.0300,3.5600
"sw1278","Clone Trooper, 501st Legion, 332nd Company (Phase 2) - Helmet with Holes and Togruta Markings","Clone Trooper","Star Wars / Star Wars The Clone Wars","75359-1",1,0,"",3.9000,3.9100
"sw1287","Bo-Katan Kryze - Printed Arms, Dark Orange Hair","Bo-Katan Kryze","Star Wars / Star Wars The Mandalorian","75361-1",1,0,"",23.1500,20.3500
"sw1299","Professor Huyang","Professor Huyang","Star Wars / Star Wars Ahsoka","75362-1",1,0,"",8.7300,10.5300
"sw1300","Ahsoka Tano (Adult) - Printed Arms","Ahsoka Tano","Star Wars / Star Wars Ahsoka","75362-1",1,0,"",13.0800,14.4400
"sw1301","Marrok, Inquisitor","Marrok","Star Wars / Star Wars Ahsoka","75362-1",1,0,"",12.0500,12.6500
"sw1302","Sabine Wren - Dark Brown Armor","Sabine Wren","Star Wars / Star Wars Ahsoka","75362-1",1,0,"",12.0300,12.9900
"sw1305","Clone Shock Trooper, Coruscant Guard (Phase 2) - Nougat Head","Clone Trooper","Star Wars / Star Wars The Clone Wars","75354-1,75372-1,912403-1",1,0,"",7.7400,7.3200
"sw1307","Lt. Beyta","Lieutenant Beyta","Star Wars / Star Wars Ahsoka","75357-1",1,0,"",18.7600,17.6000
"sw1308","Astromech Droid, C1-10P (Chopper) - White Body","C1-10P (Chopper)","Star Wars / Star Wars Ahsoka","75357-1",1,0,"",22.3500,18.9700
"sw1309","Jacen Syndulla","Jacen Syndulla","Star Wars / Star Wars Ahsoka","75357-1",1,0,"",17.0800,18.8400
"sw1310","First Officer Hawkins","Lieutenant Vic Hawkins","Star Wars / Star Wars Ahsoka","75357-1",1,0,"",15.6100,13.9000
"sw1311","Hera Syndulla - Dark Brown Arms","Hera Syndulla","Star Wars / Star Wars Ahsoka","75357-1",1,0,"",34.0100,30.7400
"sw1319","Clone Trooper (Phase 2) - Nougat Head","Clone Trooper","Star Wars / Star Wars The Clone Wars","75372-1",3,0,"",4.5000,3.8700
"sw1320","Battle Droid - Tan, Angled Arms, Light Bluish Gray Clip on Back","Battle Droid","Star Wars / Star Wars The Clone Wars","75372-1",1,0,"",1.5000,1.8000
"sw1321","Super Battle Droid - Pearl Dark Gray, Narrow Head, Chest Light Indent","Super Battle Droid","Star Wars / Star Wars The Clone Wars","75372-1",3,0,"",1.9500,1.7700
"tlm089","Classic Space Droid - Light Bluish Gray and Blue with Trans-Yellow Eye (Benny's Droid)","Benny","The LEGO Movie / General","70816-1,70841-1",1,0,"",0.7800,0.8800
"tlm107","Benny - Smile / Scared","Benny","The LEGO Movie 2 / General","70821-1,70841-1",1,0,"",3.6200,2.2500
"tlm108","Classic Space - Dark Pink with Air Tanks and Updated Helmet (Lenny)","Lenny","The LEGO Movie 2 / General","70841-1",1,0,"",10.9800,8.1700
"tlm109","Classic Space - Yellow with Air Tanks and Updated Helmet (Second Reissue - Kenny)","Kenny","The LEGO Movie 2 / General","70841-1",1,0,"",5.5400,3.8200
"tlm110","Classic Space - White with Air Tanks and Updated Helmet (Third Reissue - Jenny)","Jenny","The LEGO Movie 2 / General","10497-1,70841-1",1,0,"",4.0000,3.0700
"toy001","Green Army Man - Plain","Green Army Man","Toy Story / General","30071-1,7595-1",3,0,"",5.6300,3.9000
"toy002","Green Army Man - Medic with Backpack","Green Army Man","Toy Story / General","7595-1",1,0,"",7.6200,4.8000
"uagt003","Agent Max Burns","Agent Max Burns","Ultra Agents / General","70160-1",1,0,"",6.4000,2.3600
"uagt004","Adam Acid","Adam Acid","Ultra Agents / General","70160-1",1,0,"",4.3400,2.1000
"vik002","Viking Warrior 3d","","Vikings / General","7016-1",1,0,"",19.9800,6.8200
"vik003","Viking Warrior 4c","","Vikings / General","7016-1,7017-1",1,0,"",11.2100,6.4100
"vik005","Viking Warrior 5a, Viking King - Black Cape","","Vikings / General","7018-1",1,0,"",12.9700,11.7300
"vik006","Viking Warrior 6b - Dark Red Hips and Black Legs","","Vikings / General","7018-1,7019-1",1,0,"",8.6000,7.9200
"vik007","Viking Warrior 3c","","Vikings / General","7018-1",1,0,"",9.6500,6.0100
"vik008","Viking Warrior 4d","","Vikings / General","7018-1",1,0,"",9.4700,6.0600
"vik009","Viking Warrior 2e","","Vikings / General","7018-1",1,0,"",10.8900,5.6600
"vik010","Viking Warrior 4b","","Vikings / General","7018-1",1,0,"",10.3900,7.2000
"wc005","Police - World City Patrolman, Dark Blue Shirt with Badge and Radio, Black Legs, Black Cap, Smile","","Town / World City / Police","4850-1,7030-1",2,0,"",3.0900,1.7100
"wtr001","Town Vest Formal - Waiter with Moustache","","Town / Paradisa","6314-1,6410-1,6416-1,6418-1,6543-1,6547-1,9293-1",1,0,"",3.8000,1.7600
"wtr005","Town Vest Formal - Waiter with Chef's Hat","","Town / City","7687-1",1,0,"",1.1100,1.5600






